"ACCOUNT_NAME"|"ACCOUNT_TYPE"|"ACCOUNT_DESCRIPTION"|"PARENT_ACCOUNT_ID"|"IS_INACTIVE"|"ACCOUNT_LEVEL"|"SUB_TYPE"|"IS_HEADER"|"ACCOUNT_BK"|"H_ACCOUNT_SID"|"H_PARENT_ACCOUNT_SID"|"WORKFLOW_PATH"|"WORKFLOW_NAME"|"WORKSPACE"|"SOURCE"|"LOAD_DATE_TIME"
"Loan-Montmorency CG"|"Liability"|""|"2-0010"|false|3|"OtherCurrentLiability"|false|"2-0630"|"8f3755f9ecfd2aa4d8d1e8941611c260f8f5aaaa"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Transactions Appropriated"|"Liability"|"Derived from QuickBooks account Transactions Appropriated (Current Year items charged to Appropriation), of type OtherCurrentLiability, with cash flow classification Operating"|"2-0010"|true|3|"OtherCurrentLiability"|false|"2-0640"|"3ffccedfd6e27a39bfc464fddba7474d9b0fcf58"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Payroll Liabilities"|"Liability"|"Derived from QuickBooks account 2100 Payroll Liabilities , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0010"|false|3|"OtherLiability"|true|"2-0660"|"6ce9bf3e1e69b97747819fead522b175696d57b9"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Other Payroll"|"Liability"|"Derived from QuickBooks account Other Payroll (Amounts withheld from salaries), of type OtherCurrentLiability, with cash flow classification Operating"|"2-0660"|false|4|"OtherCurrentLiability"|false|"2-0720"|"fd54ebc0e8da74715142c5fa6c800c7a67099530"|"6ce9bf3e1e69b97747819fead522b175696d57b9"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Salary Packaging"|"Liability"|"Derived from QuickBooks account Salary Packaging , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0660"|false|4|"OtherCurrentLiability"|false|"2-0740"|"f7aca69b2b1173505008451309409f853175745b"|"6ce9bf3e1e69b97747819fead522b175696d57b9"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Superannuation"|"Liability"|"Derived from QuickBooks account Superannuation , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0660"|false|4|"OtherCurrentLiability"|false|"2-0760"|"6575fe54ca4e1ad957244839b51412d916c26f80"|"6ce9bf3e1e69b97747819fead522b175696d57b9"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"PAYG Withholding"|"Liability"|"Derived from QuickBooks account PAYG Withholding , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0660"|false|4|"OtherCurrentLiability"|false|"2-0820"|"3739b6576aeacd2cdc05356d897575f11ee10d2e"|"6ce9bf3e1e69b97747819fead522b175696d57b9"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"GST Tax Payable"|"Liability"|"Derived from QuickBooks account 2200 GST Tax Payable , of type OtherCurrentLiability, with cash flow classification Operating and QuickBooks 'special' account type SalesTaxPayable"|"2-0660"|true|4|"OtherCurrentLiability"|false|"2-0840"|"8ccf53113504becbbd3e82a759415acf9e30979c"|"6ce9bf3e1e69b97747819fead522b175696d57b9"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Long Term Liabilities"|"Liability"|""|"2-0000"|false|2|"OtherLiability"|true|"2-0870"|"f2079c440676e69c4411244dd2258b7c2b91dea1"|"1e8e6123942dde489bbdc5b8d0aad50de1a16a9a"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Government Grants Unexpended"|"Liability"|"Derived from QuickBooks account Government Grants Unexpended , of type LongTermLiability, with cash flow classification Financing"|"2-0870"|false|3|"LongTermLiability"|false|"2-0880"|"d8b00e9950376a7c96a191f35eff9b98b0fe8fc7"|"f2079c440676e69c4411244dd2258b7c2b91dea1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Long Service Leave"|"Liability"|"Derived from QuickBooks account Long Service Leave , of type LongTermLiability, with cash flow classification Financing"|"2-0870"|false|3|"LongTermLiability"|false|"2-0900"|"fdf2e4084eb7dd268ba026ffd37789d2c0d670b0"|"f2079c440676e69c4411244dd2258b7c2b91dea1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"ABN Withholdings Payable"|"Liability"|""|"2-0000"|true|2|"OtherLiability"|false|"2-6000"|"addd246965f9697b525a1ea90320276ecb2450d0"|"1e8e6123942dde489bbdc5b8d0aad50de1a16a9a"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Equity"|"Equity"|""||false|1|"Equity"|true|"3-0000"|"75ef331ba0f6f3c878850dbd5ae96cca2fb488c6"||"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Appropriation"|"Equity"|"Derived from QuickBooks account Appropriation (General Provisioning), of type Equity, with cash flow classification Financing"|"3-0000"|false|2|"Equity"|false|"3-0200"|"53b7dec85a62cca565f136baf3c407afe6f75996"|"75ef331ba0f6f3c878850dbd5ae96cca2fb488c6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Opening Bal Equity"|"Equity"|"Derived from QuickBooks account 3000 Opening Bal Equity , of type Equity, with cash flow classification Financing and QuickBooks 'special' account type OpeningBalanceEquity"|"3-0000"|false|2|"Equity"|false|"3-0400"|"2518188998855e29fe3b0e027dd2396bba2da099"|"75ef331ba0f6f3c878850dbd5ae96cca2fb488c6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Retained Earnings"|"Equity"|""|"3-0000"|false|2|"Equity"|false|"3-8000"|"286f08f7d25e55ce5bdbcdbfc7167f15e71d28be"|"75ef331ba0f6f3c878850dbd5ae96cca2fb488c6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Current Year Earnings"|"Equity"|""|"3-0000"|false|2|"Equity"|false|"3-9000"|"c2bf9e62776076fd07abfe9ff09be54e2baec42c"|"75ef331ba0f6f3c878850dbd5ae96cca2fb488c6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Historical Balancing"|"Equity"|""|"3-0000"|false|2|"Equity"|false|"3-9999"|"4e0e54b7afe0fc5c29c9ab3034cb4d17ff2ac234"|"75ef331ba0f6f3c878850dbd5ae96cca2fb488c6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Income"|"Income"|""||false|1|"Income"|true|"4-0000"|"fb9d6db992a0c78ae9efa54764188c168ade3ce4"||"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cafe Sales"|"Income"|"Derived from QuickBooks account Cafe Sales , of type Income, with cash flow classification None"|"4-0000"|false|2|"Income"|false|"4-0050"|"b3c47b3de70ac536d6359cb1a5f1e31df9895693"|"fb9d6db992a0c78ae9efa54764188c168ade3ce4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Client Fees"|"Income"|"Derived from QuickBooks account Client Fees , of type Income, with cash flow classification None"|"4-0000"|false|2|"Income"|false|"4-0100"|"e73ceb892419a0ad1403c0bbfa6636726ea2c6f2"|"fb9d6db992a0c78ae9efa54764188c168ade3ce4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"DHHS  Funding - Operational"|"Income"|"Derived from QuickBooks account DHHS  Funding - Operational , of type Income, with cash flow classification None"|"4-0000"|false|2|"Income"|true|"4-0150"|"b18aa1d6ec6d3a98f223a3563b94a2fd4794a938"|"fb9d6db992a0c78ae9efa54764188c168ade3ce4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"DHHS  Funding - Operational"|"Income"|"Derived from QuickBooks account DHHS  Funding - Operational , of type Income, with cash flow classification None"|"4-0150"|true|3|"Income"|false|"4-0200"|"762e308eebb47c4608e0b01a130a42426e61cff2"|"b18aa1d6ec6d3a98f223a3563b94a2fd4794a938"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Other DHHS Funding"|"Income"|"Derived from QuickBooks account Other DHHS Funding , of type Income, with cash flow classification None"|"4-0150"|false|3|"Income"|false|"4-0250"|"673c6a3ec482b5e707713d6c5083a8c2557e54a3"|"b18aa1d6ec6d3a98f223a3563b94a2fd4794a938"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"R. A. F."|"Income"|"Derived from QuickBooks account R. A. F. , of type Income, with cash flow classification None"|"4-0150"|true|3|"Income"|false|"4-0300"|"8cf1aad3e0a0b6f7d23bdbf6b208a09d5209e2bd"|"b18aa1d6ec6d3a98f223a3563b94a2fd4794a938"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Recurrent Funding"|"Income"|"Derived from QuickBooks account Recurrent Funding , of type Income, with cash flow classification None"|"4-0150"|false|3|"Income"|true|"4-0350"|"22b1fcdaa4b7e43cd1d509a0dbc002d02e280684"|"b18aa1d6ec6d3a98f223a3563b94a2fd4794a938"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Recurrent Funding"|"Income"|"Derived from QuickBooks account Recurrent Funding , of type Income, with cash flow classification None"|"4-0350"|false|4|"Income"|false|"4-0400"|"ec5ed7b9341e192106bf92df283091ead75518aa"|"22b1fcdaa4b7e43cd1d509a0dbc002d02e280684"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Accommodation"|"Income"|"Derived from QuickBooks account Accommodation , of type Income, with cash flow classification None"|"4-0350"|false|4|"Income"|false|"4-0450"|"570b2c329f0d00b49b525084e79628ee71b77a7c"|"22b1fcdaa4b7e43cd1d509a0dbc002d02e280684"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"ATSS Day"|"Income"|"Derived from QuickBooks account ATSS Day , of type Income, with cash flow classification None"|"4-0350"|false|4|"Income"|false|"4-0550"|"a40155db729d5b8c2bc6114fa5cde040af71291e"|"22b1fcdaa4b7e43cd1d509a0dbc002d02e280684"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"FFYA"|"Income"|"Derived from QuickBooks account FFYA , of type Income, with cash flow classification None"|"4-0350"|false|4|"Income"|false|"4-0600"|"818646be2a4944728dd72380d2b825e822ec9c7b"|"22b1fcdaa4b7e43cd1d509a0dbc002d02e280684"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Indv. Support Packages"|"Income"|"Derived from QuickBooks account Indv. Support Packages , of type Income, with cash flow classification None"|"4-0350"|false|4|"Income"|false|"4-0650"|"7110ffe9b84db84458787aa2fe9f155cf8032758"|"22b1fcdaa4b7e43cd1d509a0dbc002d02e280684"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"NDIS Funding"|"Income"|"Derived from QuickBooks account NDIS Funding , of type Income, with cash flow classification None"|"4-0000"|false|2|"Income"|false|"4-0700"|"e1640945830f780e609f3be86bc7b58a4130c6a0"|"fb9d6db992a0c78ae9efa54764188c168ade3ce4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Continuity of Support-Federal"|"Income"|""|"4-0000"|false|2|"Income"|false|"4-0720"|"86fb9d54540f3a061de15ef09a4f81ab6bcf5682"|"fb9d6db992a0c78ae9efa54764188c168ade3ce4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Other Funding"|"Income"|"Derived from QuickBooks account Other Funding , of type Income, with cash flow classification None"|"4-0000"|false|2|"Income"|false|"4-0750"|"0cdf2aad040a84c34f7e16bd444934e853b30f32"|"fb9d6db992a0c78ae9efa54764188c168ade3ce4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Uncategorised Income"|"Income"|"Derived from QuickBooks account 4999 Uncategorised Income , of type Income, with cash flow classification None and QuickBooks 'special' account type UncategorizedIncome"|"4-0000"|true|2|"Income"|false|"4-0800"|"7aaefc487081eea02483882b49b901add66d6f87"|"fb9d6db992a0c78ae9efa54764188c168ade3ce4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cost Of Sales"|"CostOfSales"|""||false|1|"CostOfSales"|true|"5-0000"|"a6a1dd64ba2ea1c79a9edcd04c28574399e71163"||"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cafe Cost of Goods Sold"|"CostOfSales"|"Derived from QuickBooks account Cafe Cost of Goods Sold , of type CostOfGoodsSold, with cash flow classification None"|"5-0000"|false|2|"CostOfSales"|true|"5-0200"|"0ef3e138bd120f92c8bad87b7645e175cbc72425"|"a6a1dd64ba2ea1c79a9edcd04c28574399e71163"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cafe Cost of Goods Sold"|"CostOfSales"|"Derived from QuickBooks account Cafe Cost of Goods Sold , of type CostOfGoodsSold, with cash flow classification None"|"5-0200"|true|3|"CostOfSales"|false|"5-0400"|"1c07aea153434a557f3075b40f7a3ebd43008e3c"|"0ef3e138bd120f92c8bad87b7645e175cbc72425"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cafe Consumables"|"CostOfSales"|"Derived from QuickBooks account Cafe Consumables , of type CostOfGoodsSold, with cash flow classification None"|"5-0200"|false|3|"CostOfSales"|false|"5-0600"|"7becdfd03b5bdd49aaf1a8779c85433b31079353"|"0ef3e138bd120f92c8bad87b7645e175cbc72425"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cafe Purchases for resale"|"CostOfSales"|"Derived from QuickBooks account Cafe Purchases for resale , of type CostOfGoodsSold, with cash flow classification None"|"5-0200"|false|3|"CostOfSales"|false|"5-0800"|"71ca5605fec8469aa330fc2577da038acb956182"|"0ef3e138bd120f92c8bad87b7645e175cbc72425"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Expenses"|"Expense"|""||false|1|"Expense"|true|"6-0000"|"884304fa6a62683ef096db8004a849721c219f46"||"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Client Service Expenses"|"Expense"|"Derived from QuickBooks account Client Service Expenses , of type Expense, with cash flow classification None"|"6-0000"|false|2|"Expense"|true|"6-0010"|"9a7ea8a211a3d19e88a95db883b96e72afce1906"|"884304fa6a62683ef096db8004a849721c219f46"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Household Goods"|"Expense"|"Derived from QuickBooks account Household Goods (Linen, Crockery, Cutlery, Small Appliances etc), of type Expense, with cash flow classification None"|"6-0010"|false|3|"Expense"|false|"6-0050"|"9d4079e85da0d0d4a00e036627dc67c23003f74e"|"9a7ea8a211a3d19e88a95db883b96e72afce1906"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Housekeeping"|"Expense"|"Derived from QuickBooks account Housekeeping (Client Food & Housekeeping Ex), of type Expense, with cash flow classification None"|"6-0010"|false|3|"Expense"|false|"6-0060"|"9989e2525b0a2f77ac578ceedf78c1f50b79c77e"|"9a7ea8a211a3d19e88a95db883b96e72afce1906"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Housing Rental"|"Expense"|"Derived from QuickBooks account Housing Rental , of type Expense, with cash flow classification None"|"6-0010"|false|3|"Expense"|false|"6-0070"|"96f0af0d345a45e20e69a2090697f6baa4b08e93"|"9a7ea8a211a3d19e88a95db883b96e72afce1906"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Other Client Service Expenses"|"Expense"|"Derived from QuickBooks account Other Client Expenses , of type Expense, with cash flow classification None"|"6-0010"|true|3|"Expense"|false|"6-0090"|"84e826478d44598a779ad10374e765b8378e503d"|"9a7ea8a211a3d19e88a95db883b96e72afce1906"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Pharm. Health & Safety"|"Expense"|"Derived from QuickBooks account Pharm. Health & Safety , of type Expense, with cash flow classification None"|"6-0010"|false|3|"Expense"|false|"6-0100"|"76df2b12823198a51b22e2b53fc2f3fcf84dc19e"|"9a7ea8a211a3d19e88a95db883b96e72afce1906"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Programme Expenses"|"Expense"|"Derived from QuickBooks account Programme Expenses (ATSS Programme Expenses), of type Expense, with cash flow classification None"|"6-0010"|false|3|"Expense"|true|"6-0120"|"62b992d914a7cd26af72eddc21886ee51ad13507"|"9a7ea8a211a3d19e88a95db883b96e72afce1906"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Programme Expenses"|"Expense"|"Derived from QuickBooks account Programme Expenses (ATSS Programme Expenses), of type Expense, with cash flow classification None"|"6-0120"|false|4|"Expense"|false|"6-0130"|"7377f03be3685f5235ce16f36472275b66c6ef48"|"62b992d914a7cd26af72eddc21886ee51ad13507"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Art Expenses"|"Expense"|"Derived from QuickBooks account Art Expenses (Artist supplies and other costs), of type Expense, with cash flow classification None"|"6-0120"|false|4|"Expense"|false|"6-0140"|"f1d9ec5103980ef4884e82b4ad65c995b118e7a6"|"62b992d914a7cd26af72eddc21886ee51ad13507"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Literacy & Communication"|"Expense"|"Derived from QuickBooks account Literacy & Communication , of type Expense, with cash flow classification None"|"6-0120"|false|4|"Expense"|false|"6-0150"|"81d328175b2f13f147bb1e52726bc40636237839"|"62b992d914a7cd26af72eddc21886ee51ad13507"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Performing Arts & Music"|"Expense"|"Derived from QuickBooks account Performing Arts & Music (Music & Drama Expenses), of type Expense, with cash flow classification None"|"6-0120"|false|4|"Expense"|false|"6-0160"|"0c82f7402eb0fe367087aac0def0a58f99e4d349"|"62b992d914a7cd26af72eddc21886ee51ad13507"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Property Maintenance & Repairs"|"Expense"|"Derived from QuickBooks account Property Maintenance & Repairs , of type Expense, with cash flow classification None"|"6-0000"|false|2|"Expense"|true|"6-0170"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"884304fa6a62683ef096db8004a849721c219f46"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Property Maintenance & Repairs"|"Expense"|"Derived from QuickBooks account Property Maintenance & Repairs , of type Expense, with cash flow classification None"|"6-0170"|true|3|"Expense"|false|"6-0180"|"c87d830324b15b2ba7ca6a733c5f1c97749d83b2"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Building & Property Repairs"|"Expense"|"Derived from QuickBooks account Building & Property Repairs , of type Expense, with cash flow classification None"|"6-0170"|false|3|"Expense"|false|"6-0190"|"da2b6cba34a7cd9611f6cc41485316be4e2ffac8"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cleaning Materials"|"Expense"|"Derived from QuickBooks account Cleaning Materials , of type Expense, with cash flow classification None"|"6-0170"|false|3|"Expense"|false|"6-0200"|"66867ad80fd4c8b3877a8277a8653666f6ab9f31"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Contract Cleaning"|"Expense"|"Derived from QuickBooks account Contract Cleaning , of type Expense, with cash flow classification None"|"6-0170"|false|3|"Expense"|false|"6-0210"|"54ba73753001d4b2c8c51213cdca76aafb722523"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fire Protection,Security & OH&"|"Expense"|"Derived from QuickBooks account Fire Protection,Security & OH&S , of type Expense, with cash flow classification None"|"6-0170"|false|3|"Expense"|false|"6-0220"|"9072c555004aa670ecd9b7cc6ce72bf8ec4a41cb"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Ground Works & Maintenance"|"Expense"|"Derived from QuickBooks account Ground Works & Maintenance , of type Expense, with cash flow classification None"|"6-0170"|false|3|"Expense"|false|"6-0230"|"a769767b20210c5b29c65efb664670beaea824fc"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Insurance"|"Expense"|"Derived from QuickBooks account Insurance , of type Expense, with cash flow classification None"|"6-0170"|false|3|"Expense"|false|"6-0240"|"1c9cdfe721441ab4111a7299fe4c5754d3f243c9"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Machinery & Equipment Repairs"|"Expense"|"Derived from QuickBooks account Machinery & Equipment Repairs , of type Expense, with cash flow classification None"|"6-0170"|false|3|"Expense"|false|"6-0250"|"85b931a95dfea297eb804f584876d0cfe8239860"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Pest Control"|"Expense"|"Derived from QuickBooks account Pest Control , of type Expense, with cash flow classification None"|"6-0170"|false|3|"Expense"|false|"6-0260"|"8a24a3fa1007d9da51e82919ee3eecb53d556bfc"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Refuse Waste & Sanitation"|"Expense"|"Derived from QuickBooks account Refuse Waste & Sanitation , of type Expense, with cash flow classification None"|"6-0170"|false|3|"Expense"|false|"6-0280"|"02e654999b217a858cea1c07cc84452208b0978e"|"9fc52e0f437b27986dc12b1a71ce0a0aeda9a164"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Salaries"|"Expense"|"Derived from QuickBooks account Salaries , of type Expense, with cash flow classification None"|"6-0000"|false|2|"Expense"|true|"6-0290"|"75390271a451f9d101b3e018e13b00710d5e5eb4"|"884304fa6a62683ef096db8004a849721c219f46"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
